model,seed,split,edge_keep_ratio,graph_idx,predicted_class,original_prob,fidelity_pos,fidelity_neg,sparsity,edge_fraction_kept,kept_edges,num_edges,runtime_sec
GIN,1,test,0.3,15,1,0.9989686012268066,0.2949364483356476,0.7655954211950302,0.7045454545454546,0.29545454545454547,13,44,0.27709412574768066
GIN,1,test,0.3,16,1,0.994848370552063,0.5133944749832153,0.05750000476837158,0.6964285714285714,0.30357142857142855,17,56,0.27478909492492676
GIN,1,test,0.3,18,0,0.6264752745628357,0.7795985341072083,0.0,0.7083333333333333,0.2916666666666667,7,24,0.26549291610717773
GIN,1,test,0.3,19,1,0.9601558446884155,0.3311736285686493,0.7263474762439728,0.7105263157894737,0.2894736842105263,11,38,0.2696988582611084
GIN,1,val,0.5,0,1,0.9998161196708679,0.3636445999145508,0.7980017513036728,0.5,0.5,25,50,0.27229905128479004
GIN,1,val,0.5,3,0,0.9720160961151123,0.7430580258369446,0.009538412094116211,0.5,0.5,11,22,0.2660517692565918
GIN,1,val,0.5,4,1,0.9979534149169922,0.36686599254608154,0.8167722523212433,0.5,0.5,25,50,0.27571678161621094
GIN,1,val,0.5,5,1,0.9979534149169922,0.369780033826828,0.7949263900518417,0.5,0.5,25,50,0.27416300773620605
GIN,1,val,0.5,6,0,0.5866827964782715,0.8356452584266663,0.0,0.5,0.5,11,22,0.2662029266357422
GIN,1,val,0.5,8,1,0.8865569233894348,0.22137252986431122,0.7026430815458298,0.5,0.5,19,38,0.267899751663208
GIN,1,val,0.5,9,1,0.9995359182357788,0.20776501297950745,0.7541190981864929,0.5,0.5,23,46,0.27350282669067383
GIN,1,val,0.5,10,1,0.6671680212020874,0.4989360272884369,0.43007324635982513,0.5,0.5,22,44,0.2717859745025635
GIN,1,val,0.5,15,1,0.9999878406524658,0.30828991532325745,0.8173986822366714,0.5,0.5,33,66,0.28075432777404785
GIN,1,val,0.5,16,1,0.9758970141410828,0.19378668069839478,0.6903516948223114,0.5,0.5,19,38,0.2672557830810547
GIN,1,val,0.5,17,1,0.9922913908958435,0.5369829535484314,0.7817666679620743,0.5,0.5,28,56,0.2777230739593506
GIN,1,test,0.5,1,1,0.7048018574714661,0.5390500426292419,0.4926093518733978,0.5,0.5,22,44,0.27672815322875977
GIN,1,test,0.5,2,0,0.6811432242393494,0.7325815558433533,0.0,0.5,0.5,14,28,0.27022290229797363
GIN,1,test,0.5,3,1,0.9995654225349426,0.3855467736721039,0.7225158214569092,0.5,0.5,28,56,0.2785520553588867
GIN,1,test,0.5,4,1,0.9997988343238831,0.26620644330978394,0.815417155623436,0.5,0.5,24,48,0.2715628147125244
GIN,1,test,0.5,6,0,0.5033804774284363,0.7060533761978149,0.0,0.5,0.5,13,26,0.301455020904541
GIN,1,test,0.5,8,1,0.9998494386672974,0.25888296961784363,0.8185844719409943,0.5,0.5,27,54,0.2836751937866211
GIN,1,test,0.5,10,1,0.9908047914505005,0.1723090261220932,0.7273188531398773,0.5,0.5,19,38,0.36158108711242676
GIN,1,test,0.5,11,1,0.9995552897453308,0.2410486340522766,0.8224216252565384,0.5,0.5,27,54,0.2875211238861084
GIN,1,test,0.5,12,1,0.9431614279747009,0.1782654970884323,0.7465692162513733,0.5,0.5,19,38,0.283419132232666
GIN,1,test,0.5,14,1,0.9999333620071411,0.27224671840667725,0.809606671333313,0.5,0.5,22,44,0.3115992546081543
GIN,1,test,0.5,15,1,0.9989686012268066,0.17876563966274261,0.7644917070865631,0.5,0.5,22,44,0.3065929412841797
GIN,1,test,0.5,16,1,0.994848370552063,0.46283334493637085,0.7631381303071976,0.5,0.5,28,56,0.2819380760192871
GIN,1,test,0.5,18,0,0.6264752745628357,0.7190635204315186,0.0,0.5,0.5,12,24,0.26966023445129395
GIN,1,test,0.5,19,1,0.9601558446884155,0.27912822365760803,0.7666108161211014,0.5,0.5,19,38,0.2764098644256592
GIN,1,val,0.7,0,1,0.9998161196708679,0.38258248567581177,0.7953770905733109,0.30000000000000004,0.7,35,50,0.27781033515930176
GIN,1,val,0.7,3,0,0.9720160961151123,0.9756636619567871,0.24869179725646973,0.31818181818181823,0.6818181818181818,15,22,0.2687051296234131
GIN,1,val,0.7,4,1,0.9979534149169922,0.41821566224098206,0.8008520007133484,0.30000000000000004,0.7,35,50,0.2771139144897461
GIN,1,val,0.7,5,1,0.9979534149169922,0.326280802488327,0.7459486126899719,0.30000000000000004,0.7,35,50,0.2741718292236328
GIN,1,val,0.7,6,0,0.5866827964782715,0.8300001621246338,0.0,0.31818181818181823,0.6818181818181818,15,22,0.26874518394470215
GIN,1,val,0.7,8,1,0.8865569233894348,0.0913853868842125,0.7131045311689377,0.2894736842105263,0.7105263157894737,27,38,0.27845191955566406
GIN,1,val,0.7,9,1,0.9995359182357788,0.2827608287334442,0.801739826798439,0.30434782608695654,0.6956521739130435,32,46,0.27301502227783203
GIN,1,val,0.7,10,1,0.6671680212020874,0.4407828450202942,0.37245097756385803,0.2954545454545454,0.7045454545454546,31,44,0.26949119567871094
GIN,1,val,0.7,15,1,0.9999878406524658,0.3036485016345978,0.7405750751495361,0.303030303030303,0.696969696969697,46,66,0.2797210216522217
GIN,1,val,0.7,16,1,0.9758970141410828,0.29314929246902466,0.7885385006666183,0.2894736842105263,0.7105263157894737,27,38,0.26932191848754883
GIN,1,val,0.7,17,1,0.9922913908958435,0.5904653072357178,0.7695069313049316,0.3035714285714286,0.6964285714285714,39,56,0.27628588676452637
GIN,1,test,0.7,1,1,0.7048018574714661,0.42390623688697815,0.41680964827537537,0.2954545454545454,0.7045454545454546,31,44,0.27752208709716797
GIN,1,test,0.7,2,0,0.6811432242393494,0.8470227718353271,0.0,0.2857142857142857,0.7142857142857143,20,28,0.2683711051940918
GIN,1,test,0.7,3,1,0.9995654225349426,0.4176878035068512,0.8028406202793121,0.3035714285714286,0.6964285714285714,39,56,0.2789170742034912
GIN,1,test,0.7,4,1,0.9997988343238831,0.3105756938457489,0.8131400495767593,0.29166666666666663,0.7083333333333334,34,48,0.27547383308410645
GIN,1,test,0.7,6,0,0.5033804774284363,0.6665653586387634,0.0,0.3076923076923077,0.6923076923076923,18,26,0.26755404472351074
GIN,1,test,0.7,8,1,0.9998494386672974,0.27387335896492004,0.8162546008825302,0.2962962962962963,0.7037037037037037,38,54,0.2743849754333496
GIN,1,test,0.7,10,1,0.9908047914505005,0.28142499923706055,0.8097257912158966,0.2894736842105263,0.7105263157894737,27,38,0.26956963539123535
GIN,1,test,0.7,11,1,0.9995552897453308,0.2646867334842682,0.8123777657747269,0.2962962962962963,0.7037037037037037,38,54,0.2714381217956543
GIN,1,test,0.7,12,1,0.9431614279747009,0.14985129237174988,0.7572744488716125,0.2894736842105263,0.7105263157894737,27,38,0.2760462760925293
GIN,1,test,0.7,14,1,0.9999333620071411,0.2823355793952942,0.8004863411188126,0.2954545454545454,0.7045454545454546,31,44,0.26999902725219727
GIN,1,test,0.7,15,1,0.9989686012268066,0.29236504435539246,0.8085023909807205,0.2954545454545454,0.7045454545454546,31,44,0.2711639404296875
GIN,1,test,0.7,16,1,0.994848370552063,0.43901684880256653,0.7707214504480362,0.3035714285714286,0.6964285714285714,39,56,0.2773308753967285
GIN,1,test,0.7,18,0,0.6264752745628357,0.8167174458503723,0.0,0.29166666666666663,0.7083333333333334,17,24,0.26671695709228516
GIN,1,test,0.7,19,1,0.9601558446884155,0.3113272786140442,0.7755416631698608,0.2894736842105263,0.7105263157894737,27,38,0.2814781665802002
GIN,1,val,0.9,0,1,0.9998161196708679,0.6783943772315979,0.7573988884687424,0.09999999999999998,0.9,45,50,0.2740671634674072
GIN,1,val,0.9,3,0,0.9720160961151123,0.9871677756309509,0.20743513107299805,0.09090909090909094,0.9090909090909091,20,22,0.26784372329711914
GIN,1,val,0.9,4,1,0.9979534149169922,0.7387900352478027,0.7696877270936966,0.09999999999999998,0.9,45,50,0.2756469249725342
GIN,1,val,0.9,5,1,0.9979534149169922,0.9410780668258667,0.7699000239372253,0.09999999999999998,0.9,45,50,0.2752349376678467
GIN,1,val,0.9,6,0,0.5866827964782715,0.6786023378372192,0.0,0.09090909090909094,0.9090909090909091,20,22,0.26579809188842773
GIN,1,val,0.9,8,1,0.8865569233894348,0.11250822991132736,0.6788294464349747,0.10526315789473684,0.8947368421052632,34,38,0.26984095573425293
GIN,1,val,0.9,9,1,0.9995359182357788,0.8467420935630798,0.7747007012367249,0.10869565217391308,0.8913043478260869,41,46,0.2928450107574463
GIN,1,val,0.9,10,1,0.6671680212020874,0.6481956243515015,0.4217963218688965,0.09090909090909094,0.9090909090909091,40,44,0.2786369323730469
GIN,1,val,0.9,15,1,0.9999878406524658,0.9995123147964478,0.773222416639328,0.10606060606060608,0.8939393939393939,59,66,0.28995609283447266
GIN,1,val,0.9,16,1,0.9758970141410828,0.4053528606891632,0.7519199252128601,0.10526315789473684,0.8947368421052632,34,38,0.27895092964172363
GIN,1,val,0.9,17,1,0.9922913908958435,0.8916573524475098,0.6747074127197266,0.1071428571428571,0.8928571428571429,50,56,0.287524938583374
GIN,1,test,0.9,1,1,0.7048018574714661,0.6554170250892639,0.4507444202899933,0.09090909090909094,0.9090909090909091,40,44,0.2863330841064453
GIN,1,test,0.9,2,0,0.6811432242393494,0.7334396243095398,0.0,0.1071428571428571,0.8928571428571429,25,28,0.2707672119140625
GIN,1,test,0.9,3,1,0.9995654225349426,0.9973351359367371,0.7377678155899048,0.1071428571428571,0.8928571428571429,50,56,0.2811918258666992
GIN,1,test,0.9,4,1,0.9997988343238831,0.7461649775505066,0.773258313536644,0.10416666666666663,0.8958333333333334,43,48,0.279583215713501
GIN,1,test,0.9,6,0,0.5033804774284363,0.5951219797134399,0.0,0.11538461538461542,0.8846153846153846,23,26,0.27244019508361816
GIN,1,test,0.9,8,1,0.9998494386672974,0.7315883040428162,0.7716002613306046,0.09259259259259256,0.9074074074074074,49,54,0.2761399745941162
GIN,1,test,0.9,10,1,0.9908047914505005,0.4017585217952728,0.7682441025972366,0.10526315789473684,0.8947368421052632,34,38,0.27651309967041016
GIN,1,test,0.9,11,1,0.9995552897453308,0.6893531680107117,0.7750455886125565,0.09259259259259256,0.9074074074074074,49,54,0.28041815757751465
GIN,1,test,0.9,12,1,0.9431614279747009,0.20646549761295319,0.728835865855217,0.10526315789473684,0.8947368421052632,34,38,0.27504897117614746
GIN,1,test,0.9,14,1,0.9999333620071411,0.993130624294281,0.7572389245033264,0.09090909090909094,0.9090909090909091,40,44,0.36811280250549316
GIN,1,test,0.9,15,1,0.9989686012268066,0.9143272638320923,0.7727973908185959,0.09090909090909094,0.9090909090909091,40,44,0.3982241153717041
GIN,1,test,0.9,16,1,0.994848370552063,0.7436843514442444,0.765056699514389,0.1071428571428571,0.8928571428571429,50,56,0.282228946685791
GIN,1,test,0.9,18,0,0.6264752745628357,0.834974467754364,0.0,0.08333333333333337,0.9166666666666666,22,24,0.26851892471313477
GIN,1,test,0.9,19,1,0.9601558446884155,0.6101608276367188,0.7359617203474045,0.10526315789473684,0.8947368421052632,34,38,0.2674398422241211
